vulnerability_id,file_path,cwe_id,fix_commit_hash,fix_commit_message,original_commit_message,vulnerability_type,created_at,repository
commit-7ddbcd7d110ae79849c924dcb44bda05359af041,celery/utils/timer2.py,CWE-362,b34074a5840086dd2a1e04e241fd9b6fabc0a570,Fix for a race condition where Timer.enter is called twice before the thread actually runs.,Ship with the timer2 module; don't add it as a dependency. So this is what it has come to? Adding this package may add a lot of work to distribution package maintainers; so we'll just ship with it until the package is recognized.,racescondition,2025-05-14 21:54:35,celery_security_analysis
commit-a65b16d477fdb66ffc5563277355304a5a6010c7,celery/events/snapshot.py,CWE-362,2bdc13385c8a4ef651f74e171420d76e2ac14600,Replaced State.freeze/.thaw with a simple mutex.  Fixes race condition.,celery.messaging is now Celery().amqp,racescondition,2025-05-14 21:54:35,celery_security_analysis
commit-ab7f041fc741251e36a4bfa51fbf69e62d16dc2f,celery/events/snapshot.py,CWE-362,f6ab508d25ba2c5ac4bd113ed951348c2fd0f765,Replaced State.freeze/.thaw with a simple mutex.  Fixes race condition.,Cosmetics,racescondition,2025-05-14 21:54:36,celery_security_analysis
commit-296e8d10a57b316022592fad08ad918a49979481,celery/backends/amqp.py,CWE-362,5ae8d034e7340afbc705fceff1ceff8cd9d3772b,AMQP result backend: Set auto_delete=False again; as it seemed to introduce some subtle race conditions,AMQP Backend: Now set as non-persistent+non-durable by default. Set CELERY_RESULT_PERSISTENT=False to revert to the previous settings.,racescondition,2025-05-14 21:54:36,celery_security_analysis
commit-698be78d7438aade49d3cac5ea1f9de219d33e42,django/db/models/sql/query.py,CWE-89,c87bfaacf8fb84984243b5055dc70f97996cb115,Fixed CVE-2024-42005 -- Mitigated QuerySet.values() SQL injection attacks against JSON fields.,Fixed #24854 -- Refactored QuerySet._values Added django.db.models.sql.query.Query.set_values() method to handle query mutation.,:SQLNoSQLsinjection,2025-05-14 19:16:16,django_security_analysis
commit-d4d800ca1addc4141e03c5440a849bb64d1582cd,tests/file_uploads/tests.py,CWE-434,fe4a0bbe2088d0c2b331216dad21ccd0bb3ee80d,Fixed CVE-2024-39330 -- Added extra file name validation in Storage's save method.,Fixed CVE-2021-28658 -- Fixed potential directory-traversal via uploaded files. Thanks Claude Paroz for the initial patch. Thanks Dennis Brinkrolf for the report.,,2025-05-14 19:16:25,django_security_analysis
commit-e458abc5931861e72f18b5d218726f9add7028cd,docs/ref/csrf.txt,CWE-352,708b01c79501eb9fd73cc5f01a724205d70a6d30,Refs #35401 -- Linked the CsrfViewMiddleware docs to the csrf_protect() decorator.,Refs #28592 -- Created a new CSRF how-to document.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:28,django_security_analysis
commit-8eef22dfed2d53df0da10c0090d9cb04f66efb15,django/views/templates/csrf_403.html,CWE-352,c201014e85f321173a018914e148734f29f1e28b,Removed hardcoded docs version in csrf template.,Fixed #34343 -- Moved built-in templates to filesystem.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:29,django_security_analysis
commit-d228c1192ed59ab0114d9eba82ac99df611652d2,django/views/defaults.py,CWE-352,14b0132e5e70854076ea781451f5ff37f8dc8edd,Fixed #34830 -- Added request to bad_request/csrf_failure view template contexts.,Fixed #19866 -- Added security logger and return 400 for SuspiciousOperation. SuspiciousOperations have been differentiated into subclasses; and are now logged to a 'django.security.*' logger. SuspiciousOperations that reach django.core.handlers.base.BaseHandler will now return a 400 instead of a 500. Thanks to tiwoc for the report; and Carl Meyer and Donald Stufft for review.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:35,django_security_analysis
commit-e1cd5a76d739210ae3b45d2c5f1ac7a556d6fa53,tests/view_tests/tests/test_csrf.py,CWE-352,14b0132e5e70854076ea781451f5ff37f8dc8edd,Fixed #34830 -- Added request to bad_request/csrf_failure view template contexts.,Cosmetic edits to tests/view_tests/tests/test_csrf.py.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:35,django_security_analysis
commit-ff1b19da6761217ed1b14cc7e94c6438903565d8,docs/ref/csrf.txt,CWE-352,aceee39d44994df20d13104e55ae61845d7a1e95,Fixed #34990 -- Changed link to OWASP in CSRF docs.,Fixed #31029 -- Used more specific links to RFCs.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:36,django_security_analysis
commit-93803a1b5f4a08eb064b4cc8b3834ff323be4065,django/views/csrf.py,CWE-352,535f7b5c6cea54a0796d85bbe213183d50002689,Fixed #34830 -- Added request to csrf_failure view's template context.,Fixed #33567 -- Avoided setting default text/html content type on responses.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:36,django_security_analysis
commit-e687794f6b04566ec1bf6d19a620c165d61f3c79,tests/csrf_tests/tests.py,CWE-352,0e540fca13ecf3d40be374ef7be94a0357222873,Corrected logger in CsrfViewMiddlewareTestMixin.test_ensures_csrf_cookie_no_logging().,Cleaned up docstrings in csrf_tests/tests.py.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:41,django_security_analysis
commit-ef46f3778a0e8fee7f68c4cfb7ad60a3c8765934,docs/releases/5.0.txt,CWE-352,953f81e078fb7299b6d40d4e599e5f559e03952b,Refs #31949 -- Made @csrf_exempt decorator to work with async functions.,Refs #32712 -- Removed django.utils.baseconv module per deprecation timeline.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:44,django_security_analysis
commit-fc0fa72ff4cdbf5861a366e31cb8bbacd44da22d,django/core/handlers/exception.py,CWE-400,85ac33591c393f1480d4f23b4daff40119cb6410,Fixed CVE-2023-24580 -- Prevented DoS with too many uploaded files.,Fixed #31224 -- Added support for asynchronous views and middleware. This implements support for asynchronous views; asynchronous tests; asynchronous middleware; and an asynchronous test client.,,2025-05-14 19:16:53,django_security_analysis
commit-fc2b8ddcc8a0d68dcd333a77314c816469ba96af,django/conf/__init__.py,CWE-352,e01970e9d23a241473671ea26126f8440db4dead,Refs #32800 -- Removed CSRF_COOKIE_MASKED transitional setting per deprecation timeline.,Fixed #23495 -- Stopped swallowing real settings import error Thanks papaloizouc for the report.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:57,django_security_analysis
commit-fb05ca420da1341c0d39cf1f0e2fb659be836c92,django/template/backends/jinja2.py,CWE-352,d5f892d873c6f98178121214f3c00d284ae1296d,Fixed #34220 -- Moved csrf_input_lazy; csrf_token_lazy imports to the toplevel.,Used Path.read_text() in jinja2.get_exception_info().,CSRFcross-ssitesrequestsforgery,2025-05-14 19:16:58,django_security_analysis
commit-ef8a9bc7fafc394f2c413a6ad4057d67134d742b,docs/howto/index.txt,CWE-352,e458abc5931861e72f18b5d218726f9add7028cd,Refs #28592 -- Created a new CSRF how-to document.,Fixed #17048 - Added docs for upgrading Django. Thanks Donald Stufft for the suggestion and Susan Tan and Brian Fabian Crain for the patch.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:09,django_security_analysis
commit-d334f46b7a080fd3eb720141c19b37b10704a352,django/core/checks/security/csrf.py,CWE-352,1299bc33e131a3c44b544b58c706bc998c4228ed,Refs #33526 -- Made CSRF_COOKIE_SECURE/SESSION_COOKIE_SECURE/SESSION_COOKIE_HTTPONLY don't pass on truthy values.,Refs #26601 -- Removed support for old-style middleware using settings.MIDDLEWARE_CLASSES.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:10,django_security_analysis
commit-d106d07f732013eeb4667e73fa9cfd197e1d3484,docs/internals/deprecation.txt,CWE-352,5d80843ebc5376d00f98bf2a6aadbada4c29365c,Fixed #32800 -- Changed CsrfViewMiddleware not to mask the CSRF secret.,Advanced deprecation warnings for Django 3.2.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:20,django_security_analysis
commit-ff514309e178e3955012050ead9b8fc66dc21a5b,django/middleware/csrf.py,CWE-352,00ea883ef56fb5e092cbe4a6f7ff2e7470886ac4,Fixed #32329 -- Made CsrfViewMiddleware catch more specific UnreadablePostError.,Fixed #32578 -- Fixed crash in CsrfViewMiddleware when a request with Origin header has an invalid host.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:21,django_security_analysis
commit-fb48eb05816b1ac87d58696cdfe48be18c901f16,django/contrib/admindocs/views.py,CWE-22,46572de2e92fdeaf047f80c44d52269e54ad68db,Fixed CVE-2021-33203 -- Fixed potential path-traversal via admindocs' TemplateDetailView.,Fixed #12663 -- Formalized the Model._meta API for retrieving fields. Thanks to Russell Keith-Magee for mentoring this Google Summer of Code 2014 project and everyone else who helped with the patch!,,2025-05-14 19:17:28,django_security_analysis
commit-db5b75f10fe211af9fab9094f937436760db8488,docs/ref/checks.txt,CWE-79,54da6e2ac20bde80e0de9e35aa0c40ae1dd13943,Fixed #32678 -- Removed SECURE_BROWSER_XSS_FILTER setting.,Fixed #31840 -- Added support for Cross-Origin Opener Policy header. Thanks Adam Johnson and Tim Graham for the reviews. Co-authored-by: Tim Graham <timograham@gmail.com>,XSScross-ssitesscripting,2025-05-14 19:17:40,django_security_analysis
commit-eb0ce6fa3669971f1e21a3fdba270cf33d603eaa,docs/releases/index.txt,CWE-22,d4d800ca1addc4141e03c5440a849bb64d1582cd,Fixed CVE-2021-28658 -- Fixed potential directory-traversal via uploaded files.,Added stub release notes for 3.0.,,2025-05-14 19:17:42,django_security_analysis
commit-d73d0e071c1b4c86d57994a0ab55a74cfe80cdf5,tests/file_uploads/urls.py,CWE-22,d4d800ca1addc4141e03c5440a849bb64d1582cd,Fixed CVE-2021-28658 -- Fixed potential directory-traversal via uploaded files.,Fixed #22218 -- Deprecated django.conf.urls.patterns. Thanks Carl Meyer for the suggestion and Alex Gaynor and Carl for reviews.,,2025-05-14 19:17:43,django_security_analysis
commit-fe3fc5210f0bb334a679ed420152af1c862c0239,django/core/checks/__init__.py,CWE-352,dba44a7a7a3581ec722e06fa0f9f33dfc00ed5cd,Refs #16010 -- Required CSRF_TRUSTED_ORIGINS setting to include the scheme.,Fixed #23813 -- Added checks for common URL pattern errors Thanks jwa and lamby for the suggestions; and timgraham and jarshwah for their reviews.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:44,django_security_analysis
commit-b0c56b895fd2694d7f5d4595bdbbc41916607f45,tests/csrf_tests/tests.py,CWE-352,dba44a7a7a3581ec722e06fa0f9f33dfc00ed5cd,Refs #16010 -- Required CSRF_TRUSTED_ORIGINS setting to include the scheme.,Fixed #24496 -- Added CSRF Referer checking against CSRF_COOKIE_DOMAIN. Thanks Seth Gottlieb for help with the documentation and Carl Meyer and Joshua Kehn for reviews.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:45,django_security_analysis
commit-e527c0b6d808cb8e4bedf79ded3dc4ad1a7e17a8,django/core/serializers/base.py,CWE-502,8e90560aa8868a42bb8eda6273595bf0932a6090,Fixed #32420 -- Fixed detecting primary key values in deserialization when PK is also a FK.,Fixed #13252 -- Added ability to serialize with natural primary keys. Added ``--natural-foreign`` and ``--natural-primary`` options and deprecated the ``--natural`` option to the ``dumpdata`` management command. Added ``use_natural_foreign_keys`` and ``use_natural_primary_keys`` arguments and deprecated the ``use_natural_keys`` argument to ``django.core.serializers.Serializer.serialize()``. Thanks SmileyChris for the suggestion.,deserialization,2025-05-14 19:17:49,django_security_analysis
commit-64331419c848a8b6835b25f2c600d7150f722c96,django/core/checks/security/csrf.py,CWE-352,ba3fb2e4d0aca26f6ea37d7e31488ad09043f89d,Refs #32311 -- Fixed CSRF_FAILURE_VIEW system check errors code.,Fixed #32311 -- Added system check for CSRF_FAILURE_VIEW setting.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:53,django_security_analysis
commit-ff8020ed49571b0fece67d10d7398d5f57cbaa74,docs/ref/settings.txt,CWE-352,3d4ffd1ff0eb9343ee41de77caf6ae427b6e873c,Fixed #32065 -- Restored leading dot to CSRF_COOKIE_DOMAIN examples.,Fixed #29788 -- Added support for Oracle Managed File (OMF) tablespaces.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:17:54,django_security_analysis
commit-ffc37e2343a93cf6d44247e20cd263b41f931716,tests/cache/tests.py,CWE-524,229c9c6653356a0bc23846d83b2d4b5d0438a145,Refs CVE-2020-13254 -- Fixed cache.tests when KEY_PREFIX is defined.,Fixed #21012 -- New API to access cache backends. Thanks Curtis Malony and Florian Apolloner. Squashed commit of the following: commit 3380495e93f5e81b80a251b03ddb0a80b17685f5 Author: Aymeric Augustin <aymeric.augustin@m4x.org> Date:   Sat Nov 23 14:18:07 2013 +0100     Looked up the template_fragments cache at runtime. commit 905a74f52b24a198f802520ff06290a94dedc687 Author: Aymeric Augustin <aymeric.augustin@m4x.org> Date:   Sat Nov 23 14:19:48 2013 +0100     Removed all uses of create_cache.     Refactored the cache tests significantly.     Made it safe to override the CACHES setting. commit 35e289fe9285feffed3c60657af9279a6a2cfccc Author: Aymeric Augustin <aymeric.augustin@m4x.org> Date:   Sat Nov 23 12:23:57 2013 +0100     Removed create_cache function. commit 8e274f747a1f1c0c0e6c37873e29067f7fa022e8 Author: Aymeric Augustin <aymeric.augustin@m4x.org> Date:   Sat Nov 23 12:04:52 2013 +0100     Updated docs to describe a simplified cache backend API. commit ee7eb0f73e6d4699edcf5d357dce715224525cf6 Author: Curtis Maloney <curtis@tinbrain.net> Date:   Sat Oct 19 09:49:24 2013 +1100     Fixed #21012 -- Thread-local caches; like databases.,,2025-05-14 19:17:59,django_security_analysis
commit-70be31bba7f8658f17235e33862319780c3dfad1,tests/csrf_tests/test_context_processor.py,CWE-352,5b09354954348f1a56df32b2d7dbe074a23a4532,Fixed #31291 -- Renamed salt to mask for CSRF tokens.,Fixed #24836 -- Made force_text() resolve lazy objects.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:18:06,django_security_analysis
commit-ff05de760cc4ef4c7f188e163c722ec3bc1f0cbf,tests/template_backends/test_dummy.py,CWE-352,5b09354954348f1a56df32b2d7dbe074a23a4532,Fixed #31291 -- Renamed salt to mask for CSRF tokens.,Fixed #29038 -- Removed closing slash from HTML void tags.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:18:07,django_security_analysis
