vulnerability_id,file_path,cwe_id,fix_commit_hash,original_commit_hash,vulnerability_type,evaluation_result,evaluation_details,detected_line_numbers,created_at,repository,source_tool
commit-fa61f1c2dbf4a35bdbe901c491b5ad1164628c24,README.md,CWE-79,e64d05e7298a0f807e38ffdb8d9e75026e42f8c0,fa61f1c2dbf4a35bdbe901c491b5ad1164628c24,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:25:09,juice_shop_security_analysis,gpt-4
commit-fa7cf562affcddfbabc3c01ff92bd01c41e4647e,data/static/i18n/th_TH.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fa7cf562affcddfbabc3c01ff92bd01c41e4647e,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[12],2025-05-14 08:26:16,juice_shop_security_analysis,gpt-4
commit-fa8d90adf6aaddd899fe985657c3cb50b439ea74,data/static/i18n/ro_RO.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,fa8d90adf6aaddd899fe985657c3cb50b439ea74,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[1,1]",2025-05-14 08:26:28,juice_shop_security_analysis,gpt-4
commit-fa95d12017e1a7c496d174b553430ed31b4bb836,test/e2e/contactSpec.js,CWE-79,25b4a7f547bba77a726900c60afa09c2ed8cfcfd,fa95d12017e1a7c496d174b553430ed31b4bb836,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[46,46]",2025-05-14 08:27:02,juice_shop_security_analysis,gpt-4
commit-fac0cad8c84a9af5dc319c94507781bcccdd5b5c,data/static/challenges.yml,CWE-79,61a34aca90a7f3259a34b2d21a8b922eb4163b4a,fac0cad8c84a9af5dc319c94507781bcccdd5b5c,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352",[],2025-05-14 08:27:36,juice_shop_security_analysis,gpt-4
commit-facff44c27d7016bc31c5625b43869462b905878,data/static/i18n/no_NO.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,facff44c27d7016bc31c5625b43869462b905878,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[23],2025-05-14 08:28:06,juice_shop_security_analysis,gpt-4
commit-faf933a9e387152682c6d318c150dd99521cd409,package.json,CWE-79,e2859b81e6571201dd4918e387483312914fe749,faf933a9e387152682c6d318c150dd99521cd409,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[1,143]",2025-05-14 08:28:25,juice_shop_security_analysis,gpt-4
commit-fbb5babf40257bdc95583bcb879f129c25e098a9,data/static/i18n/fr_FR.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fbb5babf40257bdc95583bcb879f129c25e098a9,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 08:28:27,juice_shop_security_analysis,gpt-4
commit-fbcae82d7212f4c493d1f3ecbde456b41c0e869d,data/static/i18n/pt_PT.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,fbcae82d7212f4c493d1f3ecbde456b41c0e869d,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352",[3],2025-05-14 08:29:18,juice_shop_security_analysis,gpt-4
commit-fbd3add766cc5173fbc167468fc1af9eafdbb1e5,data/static/i18n/hu_HU.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,fbd3add766cc5173fbc167468fc1af9eafdbb1e5,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352",[3],2025-05-14 08:30:13,juice_shop_security_analysis,gpt-4
commit-fc1010259a896151fe8da6d7ddd60e8b0096002b,data/static/i18n/zh_CN.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fc1010259a896151fe8da6d7ddd60e8b0096002b,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[],2025-05-14 08:30:41,juice_shop_security_analysis,gpt-4
commit-fc6d955dd9924527876995f9284cb190d245caac,test/e2e/contactSpec.js,CWE-79,c03071c6eb72ea2cfb67d4db55571f0d1f3bfb14,fc6d955dd9924527876995f9284cb190d245caac,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[15,15]",2025-05-14 08:30:57,juice_shop_security_analysis,gpt-4
commit-fc76f22b951538da0e550ef511e94fa58a4a06aa,data/static/i18n/ar_SA.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fc76f22b951538da0e550ef511e94fa58a4a06aa,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 08:31:02,juice_shop_security_analysis,gpt-4
commit-fc871ce6102f4ca22e84284f869a3bfee280a177,data/static/i18n/fi_FI.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fc871ce6102f4ca22e84284f869a3bfee280a177,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[19],2025-05-14 08:32:09,juice_shop_security_analysis,gpt-4
commit-fd35e4a829141fd750a9d7d3731508c6e236b6e3,data/static/i18n/cs_CZ.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fd35e4a829141fd750a9d7d3731508c6e236b6e3,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[1,1]",2025-05-14 08:32:33,juice_shop_security_analysis,gpt-4
commit-fd451dad8151ba80e4f0c977f6222533dd11908d,routes/likeProductReviews.js,CWE-89,794222bf55a54b40b2ac5b9e75b7091fad4392d0,fd451dad8151ba80e4f0c977f6222533dd11908d,racescondition,FP,"False positive: AI reported CWE-89, expected CWE-362",[10],2025-05-14 08:32:46,juice_shop_security_analysis,gpt-4
commit-fd680d17d2c47d774dc89ebaf3ba249c07996769,data/static/i18n/he_IL.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,fd680d17d2c47d774dc89ebaf3ba249c07996769,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,3]",2025-05-14 08:33:19,juice_shop_security_analysis,gpt-4
commit-fd7caf1397e143928d0ea8d667eb85e3298eac98,data/static/i18n/pt_BR.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fd7caf1397e143928d0ea8d667eb85e3298eac98,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[1,1]",2025-05-14 08:33:48,juice_shop_security_analysis,gpt-4
commit-fdba9c93cacd24dd44df9ae7b93effe657d58b24,data/static/challenges.yml,CWE-79,d6ccfbf04ab729107b2669ee47744482b266535f,fdba9c93cacd24dd44df9ae7b93effe657d58b24,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:33:52,juice_shop_security_analysis,gpt-4
commit-fe953b0c291e59ec551a51db053eb71fdfd1dc3c,data/static/i18n/ca_ES.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,fe953b0c291e59ec551a51db053eb71fdfd1dc3c,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,3]",2025-05-14 08:34:47,juice_shop_security_analysis,gpt-4
commit-fe9a15c4956c142c7e7ce21c6db353a63fe125b0,protractor.conf.js,CWE-798,4f8966b23cbe3aa914e7b0d7ec0f6d295cd81a9f,fe9a15c4956c142c7e7ce21c6db353a63fe125b0,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-798, expected CWE-352","[32,32]",2025-05-14 08:35:02,juice_shop_security_analysis,gpt-4
commit-febc8c0d6756861df96e9922ee798646f94ad389,data/static/i18n/da_DK.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,febc8c0d6756861df96e9922ee798646f94ad389,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 08:35:20,juice_shop_security_analysis,gpt-4
commit-fee8e2da3d61102bcf108adbe56e0fbf0723f0a9,data/static/i18n/de_CH.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,fee8e2da3d61102bcf108adbe56e0fbf0723f0a9,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 08:35:49,juice_shop_security_analysis,gpt-4
commit-feef6333b1bfbf35219f1fb465a474dec8c8d2ee,REFERENCES.md,CWE-79,7786bda494c3ea15fe4fa42293bd8b59eca3794e,feef6333b1bfbf35219f1fb465a474dec8c8d2ee,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:36:00,juice_shop_security_analysis,gpt-4
commit-fef27a2d43adf01ea79f9dcf6a096f4084aba188,frontend/package.json,CWE-937,785e1c470b7a635de8026cdc8b4a1ec59a89d453,fef27a2d43adf01ea79f9dcf6a096f4084aba188,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-937, expected CWE-79","[8,44]",2025-05-14 08:36:09,juice_shop_security_analysis,gpt-4
commit-ff0a51d05f1414ca89118e74f76a91130722b195,data/static/i18n/my_MM.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,ff0a51d05f1414ca89118e74f76a91130722b195,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[24,24]",2025-05-14 08:37:03,juice_shop_security_analysis,gpt-4
commit-ff16b65031e9f8e269a310c7ac15e97ce9d7c150,data/static/i18n/zh_HK.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,ff16b65031e9f8e269a310c7ac15e97ce9d7c150,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352",[3],2025-05-14 08:37:49,juice_shop_security_analysis,gpt-4
commit-ff2ed46725bae6b1405209e4e8a55296ea61a0dc,package.json,CWE-502,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,ff2ed46725bae6b1405209e4e8a55296ea61a0dc,,FP,"False positive: AI reported CWE-502, expected SECURITY-FIX",[48],2025-05-14 08:38:10,juice_shop_security_analysis,gpt-4
commit-ff6bef34001f134d00aff2b008f6fd3491b398b9,README.md,CWE-79,683cc668361e4060a3d9e017962fb485be253d2a,ff6bef34001f134d00aff2b008f6fd3491b398b9,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:38:12,juice_shop_security_analysis,gpt-4
commit-ff941cee21f503bccbcd1c528b2a8439efafde53,data/static/i18n/pl_PL.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,ff941cee21f503bccbcd1c528b2a8439efafde53,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[25],2025-05-14 08:38:40,juice_shop_security_analysis,gpt-4
commit-ff97feba28e21da2872aa719a64f96e469397c5f,data/static/i18n/id_ID.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,ff97feba28e21da2872aa719a64f96e469397c5f,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352",[3],2025-05-14 08:39:06,juice_shop_security_analysis,gpt-4
commit-ffc115eb927336a4a4e627ebc186ee8219c341cb,data/static/i18n/tlh_AA.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,ffc115eb927336a4a4e627ebc186ee8219c341cb,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,3]",2025-05-14 08:39:46,juice_shop_security_analysis,gpt-4
commit-ffc358ddb91b80f14591482528a1b2c4fcfa7902,node6.df,CWE-494,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,ffc358ddb91b80f14591482528a1b2c4fcfa7902,,FP,"False positive: AI reported CWE-494, expected SECURITY-FIX",[14],2025-05-14 08:39:57,juice_shop_security_analysis,gpt-4
commit-ffcff97791549efe5499ec8f6424b4bf55a024a9,data/static/i18n/bg_BG.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,ffcff97791549efe5499ec8f6424b4bf55a024a9,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,3]",2025-05-14 08:40:47,juice_shop_security_analysis,gpt-4
commit-ffdd00358d9c4beb4bf13b6c64e35a60a8ff4b4b,routes/b2bOrder.js,CWE-95,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,ffdd00358d9c4beb4bf13b6c64e35a60a8ff4b4b,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-95, expected CWE-79",[9],2025-05-14 08:41:00,juice_shop_security_analysis,gpt-4
commit-fff9d258398bd4f5667e3249873ed570eb79d84d,frontend/package.json,CWE-937,87a6365c283e4176c32e654bd9a69f7e9c1a5959,fff9d258398bd4f5667e3249873ed570eb79d84d,,FP,"False positive: AI reported CWE-937, expected SECURITY-FIX","[15,51]",2025-05-14 08:41:11,juice_shop_security_analysis,gpt-4
commit-0c1956f1faf8ab759b2c0653e9f2d699715c9f97,lib/matplotlib/__init__.py,CWE-327,605778c82468e627c83fda288c860b84e51c17bc,0c1956f1faf8ab759b2c0653e9f2d699715c9f97,racescondition,FP,"False positive: AI reported CWE-327, expected CWE-362",[134],2025-05-15 07:13:43,matpotlib_security_analysis,gpt-4
commit-e3edae15c6e5969f5432d93eebda6cb27d92e51f,lib/matplotlib/finance.py,CWE-327,605778c82468e627c83fda288c860b84e51c17bc,e3edae15c6e5969f5432d93eebda6cb27d92e51f,racescondition,FP,"False positive: AI reported CWE-327, expected CWE-362",[14],2025-05-15 07:14:01,matpotlib_security_analysis,gpt-4
commit-f4adec7b569cfd0b30e0f8367ba8618b9e160f92,lib/matplotlib/axes/_base.py,CWE-362,14b5a36ad1ec1a6e1a75c0e9defd428544708128,f4adec7b569cfd0b30e0f8367ba8618b9e160f92,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-15 07:14:07,matpotlib_security_analysis,gpt-4
commit-fd4d9139bf0541827e4ec448baa2773aa1ff8ebd,lib/matplotlib/backends/web_backend/mpl.js,CWE-79,ecc297635f13ac0bc60861570d0e93313a491cec,fd4d9139bf0541827e4ec448baa2773aa1ff8ebd,,FP,"False positive: AI reported CWE-79, expected CWE-664","[163,164]",2025-05-15 07:14:23,matpotlib_security_analysis,gpt-4
commit-99d31e3de58c7cb69503d09d41debe32f0661211,packages/platform-express/package.json,CWE-937,e0d2ba6c98b8691fa28b72515227952a75e1ac78,99d31e3de58c7cb69503d09d41debe32f0661211,,FN,Missed vulnerability: CWE CWE-937,,2025-05-14 16:14:29,nest_security_analysis,gpt-4
commit-f0e9b40e2cbae16bb70446577c09812ac286a698,packages/platform-fastify/package.json,CWE-937,e0d2ba6c98b8691fa28b72515227952a75e1ac78,f0e9b40e2cbae16bb70446577c09812ac286a698,,TP,Correctly detected vulnerability (CWE CWE-937),"[1,18]",2025-05-14 16:14:38,nest_security_analysis,gpt-4
commit-f2726c19cbf7271e03cd546458e04c1e1e21c2d8,packages/core/package.json,CWE-79,e0d2ba6c98b8691fa28b72515227952a75e1ac78,f2726c19cbf7271e03cd546458e04c1e1e21c2d8,,FP,"False positive: AI reported CWE-79, expected CWE-937",[24],2025-05-14 16:14:51,nest_security_analysis,gpt-4
commit-391f46af129d214056ec9109caa4c53b7dddfb04,doc/source/whatsnew/v0.16.0.txt,CWE-120,c6c9c0bfc10e24bdd0e4d32f7a8faf7fbc2294b2,391f46af129d214056ec9109caa4c53b7dddfb04,buffersoverflow,FN,Missed vulnerability: CWE CWE-120,,2025-05-14 21:55:30,pandas_security_analysis,gpt-4
commit-730439603919b9a38a54477f768b775f1aaf6412,pandas/_libs/meson.build,CWE-362,51135cec59f333b61932bde5b1b99f9c5a92d3cd,730439603919b9a38a54477f768b775f1aaf6412,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 21:55:33,pandas_security_analysis,gpt-4
commit-b342331c5193a4080e4ba7c47a4063caedade38c,doc/source/whatsnew/v0.20.0.txt,CWE-690,3ac83eb3102d9aa9d2dd9d58fe9c92579cf75427,b342331c5193a4080e4ba7c47a4063caedade38c,,FN,Missed vulnerability: CWE CWE-690,,2025-05-14 21:55:36,pandas_security_analysis,gpt-4
commit-db2114aa1d3aa527ffd92ee431bdd164f042b840,vb_suite/suite.py,CWE-78,d9225fb9158e16f35457ac8e39d6d4283571aa56,db2114aa1d3aa527ffd92ee431bdd164f042b840,deserialization,FP,"False positive: AI reported CWE-78, expected CWE-502","[47,49]",2025-05-14 21:55:56,pandas_security_analysis,gpt-4
commit-fecb2ca8559ceee5ce1e4ecd48c7e8a7560d4ce0,pandas/core/window.py,CWE-690,3ac83eb3102d9aa9d2dd9d58fe9c92579cf75427,fecb2ca8559ceee5ce1e4ecd48c7e8a7560d4ce0,,FN,Missed vulnerability: CWE CWE-690,,2025-05-14 21:56:01,pandas_security_analysis,gpt-4
commit-ff124f9efec602ad6de552a0ba41428d69615612,doc/source/whatsnew/v0.16.0.txt,CWE-89,337b94d3f5be6d9beca2386f7d0188dfc3e8fa08,ff124f9efec602ad6de552a0ba41428d69615612,:SQLNoSQLsinjection,FN,Missed vulnerability: CWE CWE-89,,2025-05-14 21:56:02,pandas_security_analysis,gpt-4
commit-1697094b0bb2fb27cbc5f03832bbad4e70e59c51,salt/utils/raetevent.py,CWE-307,bf3b20a787e2a848af0146b0c5ff69e7822a3681,1697094b0bb2fb27cbc5f03832bbad4e70e59c51,racescondition,FP,"False positive: AI reported CWE-307, expected CWE-362",[92],2025-05-15 09:44:42,salt_security_analysis,gpt-4
commit-2bedadfadb63a3becafb57bc00acd09dfdc2fcc7,tests/integration/modules/test_win_pkg.py,CWE-22,e5ea3f195694177cfe03812d12ae0eba59e77b87,2bedadfadb63a3becafb57bc00acd09dfdc2fcc7,racescondition,FP,"False positive: AI reported CWE-22, expected CWE-362",[48],2025-05-15 09:44:54,salt_security_analysis,gpt-4
commit-39bc21530e72cf03dea466fbcac3a90aba239294,salt/cloud/clouds/vultrpy.py,CWE-798,aae3d14ea4758a7c0e5d05eb2adb53b76f3859ff,39bc21530e72cf03dea466fbcac3a90aba239294,racescondition,FP,"False positive: AI reported CWE-798, expected CWE-362","[15,15]",2025-05-15 09:45:11,salt_security_analysis,gpt-4
commit-5ba28e4b8c4757d978ec199804e4b03543a8a463,salt/log/handlers/fluent_mod.py,CWE-319,32d0e8d0281d01494852543a195b65754f7448ae,5ba28e4b8c4757d978ec199804e4b03543a8a463,racescondition,FP,"False positive: AI reported CWE-319, expected CWE-362","[273,273]",2025-05-15 09:45:32,salt_security_analysis,gpt-4
commit-7969d09be9399338fb3ec605b10c65c6ab74da8b,requirements/static/ci/py3.7/windows.txt,CWE-327,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,7969d09be9399338fb3ec605b10c65c6ab74da8b,,FP,"False positive: AI reported CWE-327, expected CWE-89",[15],2025-05-15 09:45:56,salt_security_analysis,gpt-4
commit-821dc29b3dd3792415f16f4fde175dc8d1201aec,requirements/static/ci/common.in,CWE-937,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,821dc29b3dd3792415f16f4fde175dc8d1201aec,,FP,"False positive: AI reported CWE-937, expected CWE-89","[4,30]",2025-05-15 09:46:04,salt_security_analysis,gpt-4
commit-8ef2fce934e38e135898b707a1491edf56d675ac,salt/client/raet/__init__.py,CWE-400,c6e3775e1a90845d57ad5f86b1315b236730167f,8ef2fce934e38e135898b707a1491edf56d675ac,racescondition,FP,"False positive: AI reported CWE-400, expected CWE-362","[50,52]",2025-05-15 09:46:10,salt_security_analysis,gpt-4
commit-9bccfcf9c4a1db46a9327fbdecb1114df01667a3,requirements/static/ci/py3.9/lint.txt,CWE-89,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,9bccfcf9c4a1db46a9327fbdecb1114df01667a3,,FN,Missed vulnerability: CWE CWE-89,,2025-05-15 09:48:43,salt_security_analysis,gpt-4
commit-c85e03ecf7f9f60f58b91f8261b4715c9002df80,pkg/smartos/esky/zeromq_requirements.txt,CWE-327,b03e79ca8fe91aec8c2dd80e8a276d02f2f3d631,c85e03ecf7f9f60f58b91f8261b4715c9002df80,,FP,"False positive: AI reported CWE-327, expected CWE-310",[5],2025-05-15 09:48:53,salt_security_analysis,gpt-4
commit-cc8c3f09c6e91f4bb80fe46ede4028a5b25ef8d9,requirements/static/py3.9/linux.txt,CWE-327,b03e79ca8fe91aec8c2dd80e8a276d02f2f3d631,cc8c3f09c6e91f4bb80fe46ede4028a5b25ef8d9,,FP,"False positive: AI reported CWE-327, expected CWE-310",[35],2025-05-15 09:50:57,salt_security_analysis,gpt-4
commit-ce3e1ca09ccb298b096b59f2c28808501796b587,pkg/rpm/salt-minion,CWE-78,73a839d6372f3acf88f2b4ca5494d32612377399,ce3e1ca09ccb298b096b59f2c28808501796b587,,FP,"False positive: AI reported CWE-78, expected CWE-664",[74],2025-05-15 09:51:09,salt_security_analysis,gpt-4
commit-cea048be5f8250e45efee29c9e9f2753a2b8da54,requirements/static/ci/py3.10/freebsd.txt,CWE-327,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,cea048be5f8250e45efee29c9e9f2753a2b8da54,,FP,"False positive: AI reported CWE-327, expected CWE-89",[95],2025-05-15 09:51:26,salt_security_analysis,gpt-4
commit-d162a886298a957f9e8eaac883d03a1320d29a9e,salt/metaproxy/proxy.py,CWE-362,9f1fe42b3cca0809616e2782a13b8bbf4dd4e3c9,d162a886298a957f9e8eaac883d03a1320d29a9e,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-15 09:51:29,salt_security_analysis,gpt-4
commit-d2f3addfd588ccf4119469ce7ef73b4bfdfeeaf7,salt/transport/road/raet/raeting.py,CWE-20,3d250eefdff89b4a26dee25e27e9b24748947475,d2f3addfd588ccf4119469ce7ef73b4bfdfeeaf7,,FP,"False positive: AI reported CWE-20, expected CWE-119","[1,300]",2025-05-15 09:51:59,salt_security_analysis,gpt-4
commit-d3fad04d9e942d858b8b348fee586f171370627f,requirements/static/pkg/py3.12/windows.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,d3fad04d9e942d858b8b348fee586f171370627f,,FN,Missed vulnerability: CWE CWE-937,,2025-05-15 09:52:04,salt_security_analysis,gpt-4
commit-d4cd526306b7db52663f56c637aa5d3fd788dffb,requirements/static/py3.7/linux.txt,CWE-327,b03e79ca8fe91aec8c2dd80e8a276d02f2f3d631,d4cd526306b7db52663f56c637aa5d3fd788dffb,,FP,"False positive: AI reported CWE-327, expected CWE-310",[8],2025-05-15 09:52:25,salt_security_analysis,gpt-4
commit-d9343cca650d7197d3f6e107ffd506d25a8748ab,requirements/static/ci/py3.9/windows.txt,CWE-502,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,d9343cca650d7197d3f6e107ffd506d25a8748ab,,FP,"False positive: AI reported CWE-502, expected CWE-89","[1,237]",2025-05-15 09:52:44,salt_security_analysis,gpt-4
commit-d9791c393f6748828e66da256da52e03af2198ac,requirements/static/py3.6/windows.txt,CWE-327,b03e79ca8fe91aec8c2dd80e8a276d02f2f3d631,d9791c393f6748828e66da256da52e03af2198ac,,FP,"False positive: AI reported CWE-327, expected CWE-310",[2],2025-05-15 09:52:59,salt_security_analysis,gpt-4
commit-e5c58d9ab9d58851c098ce4cee4eae2e7b5cd953,requirements/static/pkg/py3.7/windows.txt,CWE-502,fce314e0114f68d3e07680461eba7e2495850829,e5c58d9ab9d58851c098ce4cee4eae2e7b5cd953,,FP,"False positive: AI reported CWE-502, expected CWE-937","[6,6]",2025-05-15 09:55:23,salt_security_analysis,gpt-4
commit-e8b8df84bd62ee7c1429652c3751f6a8523f99a4,requirements/static/ci/py3.10/linux.txt,CWE-327,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,e8b8df84bd62ee7c1429652c3751f6a8523f99a4,,FP,"False positive: AI reported CWE-327, expected CWE-89",[40],2025-05-15 09:55:44,salt_security_analysis,gpt-4
commit-ea0acbabf6b543c71827ca8f9c279dbac3f51526,pkg/osx/req.txt,CWE-327,b03e79ca8fe91aec8c2dd80e8a276d02f2f3d631,ea0acbabf6b543c71827ca8f9c279dbac3f51526,,FP,"False positive: AI reported CWE-327, expected CWE-310",[20],2025-05-15 09:55:59,salt_security_analysis,gpt-4
commit-eaf52459652acc11f0df06f2e4c2ea41b18eeca1,requirements/static/ci/py3.7/windows.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,eaf52459652acc11f0df06f2e4c2ea41b18eeca1,,FN,Missed vulnerability: CWE CWE-937,,2025-05-15 09:56:04,salt_security_analysis,gpt-4
commit-ebd3ebe67ed1c89377156e4a2478560c406f9235,salt/modules/lxd.py,CWE-319,82116eca00959c1165f8d4661d91088a554a1c8b,ebd3ebe67ed1c89377156e4a2478560c406f9235,racescondition,FP,"False positive: AI reported CWE-319, expected CWE-362",[47],2025-05-15 09:58:39,salt_security_analysis,gpt-4
commit-f046e2e90188b98d3f7ff925014d00bb12afcd77,pkg/suse/salt.spec,CWE-310,b03e79ca8fe91aec8c2dd80e8a276d02f2f3d631,f046e2e90188b98d3f7ff925014d00bb12afcd77,,FN,Missed vulnerability: CWE CWE-310,,2025-05-15 09:58:42,salt_security_analysis,gpt-4
commit-f4db34b64aea2917d44128e0b69c4da3a05e25df,salt/utils/raetevent.py,CWE-275,c6e3775e1a90845d57ad5f86b1315b236730167f,f4db34b64aea2917d44128e0b69c4da3a05e25df,racescondition,FP,"False positive: AI reported CWE-275, expected CWE-362","[51,51]",2025-05-15 09:59:01,salt_security_analysis,gpt-4
commit-f59bf99cdab72478b12131130b17c1805145d6b0,requirements/static/ci/py3.10/windows.txt,CWE-327,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,f59bf99cdab72478b12131130b17c1805145d6b0,,FP,"False positive: AI reported CWE-327, expected CWE-89",[35],2025-05-15 10:01:19,salt_security_analysis,gpt-4
commit-f65794e9e46f551d1d8b91681aebbe2820c4b25a,requirements/static/ci/py3.9/cloud.txt,CWE-327,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,f65794e9e46f551d1d8b91681aebbe2820c4b25a,,FP,"False positive: AI reported CWE-327, expected CWE-89",[15],2025-05-15 10:01:37,salt_security_analysis,gpt-4
commit-f6fd24f125e313e60a36c73f4f8e05cf67b9cb76,requirements/static/pkg/py3.9/linux.txt,CWE-327,fce314e0114f68d3e07680461eba7e2495850829,f6fd24f125e313e60a36c73f4f8e05cf67b9cb76,,FP,"False positive: AI reported CWE-327, expected CWE-937",[13],2025-05-15 10:01:51,salt_security_analysis,gpt-4
commit-fb432983831da429d302bb1cf0c175ce938750db,saltcloud/cli.py,CWE-319,8aaada1039edf3c7531cbc868bd46f15d216bdfe,fb432983831da429d302bb1cf0c175ce938750db,,FP,"False positive: AI reported CWE-319, expected CWE-88",[38],2025-05-15 10:02:25,salt_security_analysis,gpt-4
commit-fb5a7136432ceee2839a512f1e72d158d1692b08,requirements/static/ci/py3.9/linux.txt,CWE-327,4112f05b771d52e271f6e7ba656ab1c3d27f72c9,fb5a7136432ceee2839a512f1e72d158d1692b08,,FP,"False positive: AI reported CWE-327, expected CWE-89",[35],2025-05-15 10:02:45,salt_security_analysis,gpt-4
commit-fc245b08c9833969f1863c81534a67491a715890,salt/transport/road/raet/stacking.py,CWE-319,3d250eefdff89b4a26dee25e27e9b24748947475,fc245b08c9833969f1863c81534a67491a715890,,FP,"False positive: AI reported CWE-319, expected CWE-119","[157,157]",2025-05-15 10:04:58,salt_security_analysis,gpt-4
